output[1] 쟁반 line=54166
state: 그릇=0, 냄비=15, 단지=60, 숟가락=464, 웍=0, 쟁반=643017, 접시=0, 칼=0, 컵=0, 후라이팬=12
현재 4490000행 실행 중 (src 32215): 그릇=0, 냄비=0, 단지=21, 숟가락=149, 웍=0, 쟁반=0, 접시=0, 칼=3, 컵=15100, 후라이팬=7
현재 4491000행 실행 중 (src 19885): 그릇=3, 냄비=0, 단지=0, 숟가락=310710, 웍=9, 쟁반=0, 접시=0, 칼=18, 컵=0, 후라이팬=129
현재 4492000행 실행 중 (src 21417): 그릇=0, 냄비=4, 단지=28, 숟가락=0, 웍=78, 쟁반=1, 접시=0, 칼=0, 컵=12, 후라이팬=21
현재 4493000행 실행 중 (src 22996): 그릇=37, 냄비=0, 단지=0, 숟가락=46, 웍=6, 쟁반=16052, 접시=0, 칼=0, 컵=0, 후라이팬=3
현재 4494000행 실행 중 (src 19799): 그릇=0, 냄비=0, 단지=114, 숟가락=3390, 웍=25, 쟁반=0, 접시=0, 칼=0, 컵=6, 후라이팬=0
현재 4495000행 실행 중 (src 21328): 그릇=1171, 냄비=0, 단지=15, 숟가락=23, 웍=6, 쟁반=0, 접시=0, 칼=2, 컵=0, 후라이팬=23
현재 4496000행 실행 중 (src 22904): 그릇=6, 냄비=10, 단지=64094, 숟가락=6, 웍=0, 쟁반=0, 접시=25, 칼=0, 컵=0, 후라이팬=70
현재 4497000행 실행 중 (src 19715): 그릇=0, 냄비=13258, 단지=2, 숟가락=459, 웍=40, 쟁반=0, 접시=0, 칼=0, 컵=16624, 후라이팬=2
현재 4498000행 실행 중 (src 21230): 그릇=481, 냄비=156, 단지=0, 숟가락=10, 웍=0, 쟁반=17, 접시=0, 칼=355, 컵=0, 후라이팬=0
현재 4499000행 실행 중 (src 22822): 그릇=280, 냄비=5, 단지=50, 숟가락=34, 웍=27, 쟁반=22, 접시=31879, 칼=0, 컵=0, 후라이팬=0
현재 4500000행 실행 중 (src 19642): 그릇=0, 냄비=24, 단지=0, 숟가락=14, 웍=44, 쟁반=0, 접시=52872, 칼=4147, 컵=0, 후라이팬=15
현재 4501000행 실행 중 (src 21152): 그릇=775, 냄비=0, 단지=15, 숟가락=0, 웍=0, 쟁반=3, 접시=72, 칼=16, 컵=0, 후라이팬=0
현재 4502000행 실행 중 (src 22741): 그릇=0, 냄비=0, 단지=3, 숟가락=0, 웍=0, 쟁반=0, 접시=55, 칼=0, 컵=7955, 후라이팬=6664
현재 4503000행 실행 중 (src 10245): 그릇=0, 냄비=8, 단지=86, 숟가락=0, 웍=0, 쟁반=31706, 접시=22, 칼=35702, 컵=3, 후라이팬=243
현재 4504000행 실행 중 (src 11740): 그릇=0, 냄비=0, 단지=8321586669, 숟가락=4, 웍=15, 쟁반=0, 접시=0, 칼=0, 컵=14953, 후라이팬=0
현재 4505000행 실행 중 (src 13282): 그릇=22191178, 냄비=270108, 단지=0, 숟가락=1212, 웍=0, 쟁반=4, 접시=0, 칼=0, 컵=18, 후라이팬=0
현재 4506000행 실행 중 (src 24160): 그릇=340875260917, 냄비=0, 단지=6, 숟가락=0, 웍=0, 쟁반=1248, 접시=17, 칼=0, 컵=19, 후라이팬=37
현재 4507000행 실행 중 (src 25694): 그릇=0, 냄비=0, 단지=5, 숟가락=13, 웍=15, 쟁반=18, 접시=56192, 칼=196, 컵=0, 후라이팬=0
현재 4508000행 실행 중 (src 27204): 그릇=30, 냄비=0, 단지=0, 숟가락=65, 웍=43, 쟁반=528, 접시=23, 칼=75, 컵=8, 후라이팬=0
현재 4509000행 실행 중 (src 37888): 그릇=872, 냄비=0, 단지=0, 숟가락=2, 웍=0, 쟁반=80, 접시=221, 칼=0, 컵=24, 후라이팬=7
현재 4510000행 실행 중 (src 39386): 그릇=0, 냄비=8, 단지=285, 숟가락=7, 웍=8, 쟁반=18, 접시=0, 칼=227869, 컵=4, 후라이팬=14
현재 4511000행 실행 중 (src 40901): 그릇=0, 냄비=633, 단지=0, 숟가락=85, 웍=0, 쟁반=0, 접시=0, 칼=434, 컵=324, 후라이팬=0
현재 4512000행 실행 중 (src 24112): 그릇=599, 냄비=28, 단지=0, 숟가락=0, 웍=0, 쟁반=19, 접시=9, 칼=15536, 컵=0, 후라이팬=12
현재 4513000행 실행 중 (src 25635): 그릇=15, 냄비=163, 단지=3, 숟가락=192, 웍=71, 쟁반=0, 접시=4, 칼=0, 컵=4, 후라이팬=0
현재 4514000행 실행 중 (src 27155): 그릇=132, 냄비=33, 단지=0, 숟가락=3, 웍=43, 쟁반=14, 접시=0, 칼=0, 컵=0, 후라이팬=37
현재 4515000행 실행 중 (src 24083): 그릇=145, 냄비=0, 단지=5, 숟가락=1, 웍=0, 쟁반=0, 접시=445, 칼=15443, 컵=3, 후라이팬=7
현재 4516000행 실행 중 (src 25604): 그릇=0, 냄비=817, 단지=3, 숟가락=64, 웍=143, 쟁반=0, 접시=0, 칼=0, 컵=17, 후라이팬=0
현재 4517000행 실행 중 (src 27124): 그릇=92, 냄비=0, 단지=24, 숟가락=37, 웍=29, 쟁반=8, 접시=0, 칼=0, 컵=0, 후라이팬=0
현재 4518000행 실행 중 (src 24054): 그릇=29, 냄비=13997, 단지=40, 숟가락=0, 웍=0, 쟁반=0, 접시=1316, 칼=0, 컵=1446, 후라이팬=16
현재 4519000행 실행 중 (src 25575): 그릇=0, 냄비=115, 단지=3, 숟가락=8, 웍=28, 쟁반=0, 접시=2444, 칼=0, 컵=14, 후라이팬=0
현재 4520000행 실행 중 (src 27091): 그릇=92, 냄비=0, 단지=0, 숟가락=0, 웍=0, 쟁반=0, 접시=316, 칼=55, 컵=0, 후라이팬=0
현재 4521000행 실행 중 (src 42334): 그릇=0, 냄비=0, 단지=13, 숟가락=4, 웍=2773523, 쟁반=0, 접시=0, 칼=4, 컵=207, 후라이팬=31
현재 4522000행 실행 중 (src 43859): 그릇=0, 냄비=3568, 단지=95, 숟가락=0, 웍=0, 쟁반=7, 접시=3, 칼=0, 컵=0, 후라이팬=0
현재 4523000행 실행 중 (src 45395): 그릇=0, 냄비=35, 단지=17, 숟가락=15, 웍=10, 쟁반=0, 접시=228916, 칼=7, 컵=37694, 후라이팬=0
현재 4524000행 실행 중 (src 19255): 그릇=0, 냄비=0, 단지=18, 숟가락=71, 웍=0, 쟁반=368, 접시=1, 칼=0, 컵=3621, 후라이팬=89
현재 4525000행 실행 중 (src 20785): 그릇=98, 냄비=8, 단지=0, 숟가락=355, 웍=0, 쟁반=0, 접시=4, 칼=0, 컵=0, 후라이팬=2
현재 4526000행 실행 중 (src 22365): 그릇=705, 냄비=3, 단지=8, 숟가락=0, 웍=0, 쟁반=0, 접시=83, 칼=80, 컵=49, 후라이팬=0
현재 4527000행 실행 중 (src 19161): 그릇=27, 냄비=0, 단지=160, 숟가락=45, 웍=0, 쟁반=447, 접시=186, 칼=29, 컵=21, 후라이팬=0
현재 4528000행 실행 중 (src 20698): 그릇=304, 냄비=6, 단지=97, 숟가락=858, 웍=36, 쟁반=9, 접시=0, 칼=0, 컵=22, 후라이팬=0
현재 4529000행 실행 중 (src 22289): 그릇=14, 냄비=0, 단지=9, 숟가락=0, 웍=44, 쟁반=8, 접시=10488, 칼=80, 컵=0, 후라이팬=0
현재 4530000행 실행 중 (src 19079): 그릇=14, 냄비=0, 단지=0, 숟가락=4, 웍=416, 쟁반=20, 접시=0, 칼=3, 컵=0, 후라이팬=0
현재 4531000행 실행 중 (src 20617): 그릇=9033, 냄비=9, 단지=343, 숟가락=420, 웍=0, 쟁반=0, 접시=0, 칼=10, 컵=21, 후라이팬=0
현재 4532000행 실행 중 (src 22191): 그릇=0, 냄비=3, 단지=4, 숟가락=0, 웍=11, 쟁반=0, 접시=0, 칼=9856, 컵=9, 후라이팬=312
현재 4533000행 실행 중 (src 342): 그릇=18, 냄비=10, 단지=0, 숟가락=4, 웍=382880, 쟁반=0, 접시=249517, 칼=2, 컵=585, 후라이팬=0
현재 4534000행 실행 중 (src 1903): 그릇=26, 냄비=672, 단지=20597, 숟가락=0, 웍=0, 쟁반=0, 접시=77, 칼=0, 컵=2848, 후라이팬=0
현재 4535000행 실행 중 (src 3440): 그릇=11, 냄비=3, 단지=6, 숟가락=30, 웍=3182, 쟁반=95, 접시=0, 칼=0, 컵=0, 후라이팬=0
현재 4536000행 실행 중 (src 259): 그릇=0, 냄비=176, 단지=10, 숟가락=10, 웍=4460, 쟁반=0, 접시=1990, 칼=492, 컵=78, 후라이팬=0
현재 4537000행 실행 중 (src 1810): 그릇=2, 냄비=3083, 단지=3655, 숟가락=0, 웍=13, 쟁반=0, 접시=2754, 칼=46, 컵=19, 후라이팬=12
현재 4538000행 실행 중 (src 3339): 그릇=8, 냄비=6, 단지=0, 숟가락=0, 웍=8, 쟁반=12, 접시=19, 칼=585, 컵=7, 후라이팬=36
현재 4539000행 실행 중 (src 162): 그릇=0, 냄비=660, 단지=1, 숟가락=0, 웍=0, 쟁반=5, 접시=3, 칼=3, 컵=0, 후라이팬=1112
현재 4540000행 실행 중 (src 1708): 그릇=4, 냄비=0, 단지=308, 숟가락=3072, 웍=16, 쟁반=0, 접시=220, 칼=0, 컵=0, 후라이팬=2
현재 4541000행 실행 중 (src 3250): 그릇=45, 냄비=0, 단지=6, 숟가락=54, 웍=4, 쟁반=0, 접시=25, 칼=19, 컵=0, 후라이팬=0
현재 4542000행 실행 중 (src 80): 그릇=24, 냄비=4931, 단지=0, 숟가락=0, 웍=55, 쟁반=0, 접시=6, 칼=0, 컵=6, 후라이팬=14
현재 4543000행 실행 중 (src 1621): 그릇=21, 냄비=12, 단지=0, 숟가락=0, 웍=33, 쟁반=1516, 접시=9, 칼=300, 컵=333, 후라이팬=0
현재 4544000행 실행 중 (src 3135): 그릇=1053, 냄비=4, 단지=5, 숟가락=34, 웍=0, 쟁반=0, 접시=484417, 칼=0, 컵=0, 후라이팬=18
현재 4545000행 실행 중 (src 4694): 그릇=11, 냄비=0, 단지=0, 숟가락=480, 웍=9, 쟁반=0, 접시=737, 칼=249, 컵=0, 후라이팬=7
현재 4546000행 실행 중 (src 20136): 그릇=0, 냄비=0, 단지=29710, 숟가락=1133, 웍=0, 쟁반=0, 접시=49, 칼=0, 컵=1617, 후라이팬=9
현재 4547000행 실행 중 (src 21712): 그릇=0, 냄비=119, 단지=21, 숟가락=19, 웍=1491, 쟁반=7, 접시=376, 칼=0, 컵=19, 후라이팬=0
현재 4548000행 실행 중 (src 23259): 그릇=80619, 냄비=3, 단지=14, 숟가락=0, 웍=17, 쟁반=10880, 접시=0, 칼=0, 컵=164, 후라이팬=27
현재 4549000행 실행 중 (src 1409): 그릇=0, 냄비=4, 단지=288, 숟가락=0, 웍=3940, 쟁반=0, 접시=0, 칼=1774, 컵=0, 후라이팬=117
현재 4550000행 실행 중 (src 2937): 그릇=65, 냄비=0, 단지=5, 숟가락=1, 웍=37, 쟁반=0, 접시=44, 칼=1, 컵=0, 후라이팬=5449603
현재 4551000행 실행 중 (src 4481): 그릇=0, 냄비=29580, 단지=9, 숟가락=0, 웍=10, 쟁반=1287, 접시=390, 칼=2, 컵=21, 후라이팬=0
현재 4552000행 실행 중 (src 1319): 그릇=46, 냄비=16, 단지=8, 숟가락=25, 웍=4, 쟁반=0, 접시=2485, 칼=12, 컵=7, 후라이팬=22
현재 4553000행 실행 중 (src 2849): 그릇=0, 냄비=12, 단지=13, 숟가락=0, 웍=0, 쟁반=8, 접시=1129913, 칼=0, 컵=5416, 후라이팬=0
현재 4554000행 실행 중 (src 4379): 그릇=7330, 냄비=24, 단지=0, 숟가락=0, 웍=256, 쟁반=120, 접시=8, 칼=0, 컵=20, 후라이팬=11
현재 4555000행 실행 중 (src 1225): 그릇=0, 냄비=77, 단지=15, 숟가락=2477, 웍=0, 쟁반=0, 접시=0, 칼=23, 컵=9, 후라이팬=5
현재 4556000행 실행 중 (src 2763): 그릇=9, 냄비=0, 단지=0, 숟가락=45, 웍=3942, 쟁반=0, 접시=141235, 칼=0, 컵=2, 후라이팬=0
현재 4557000행 실행 중 (src 4290): 그릇=0, 냄비=0, 단지=28, 숟가락=276, 웍=23, 쟁반=0, 접시=0, 칼=0, 컵=0, 후라이팬=1153
현재 4558000행 실행 중 (src 5784): 그릇=8456199, 냄비=0, 단지=83, 숟가락=3, 웍=44, 쟁반=6, 접시=48, 칼=0, 컵=36, 후라이팬=5
현재 4559000행 실행 중 (src 7293): 그릇=3334, 냄비=0, 단지=653, 숟가락=0, 웍=552, 쟁반=0, 접시=8, 칼=0, 컵=0, 후라이팬=9
현재 4560000행 실행 중 (src 8855): 그릇=5296, 냄비=25, 단지=15, 숟가락=1, 웍=0, 쟁반=20, 접시=0, 칼=0, 컵=0, 후라이팬=145
현재 4561000행 실행 중 (src 5740): 그릇=239807537, 냄비=83, 단지=33, 숟가락=0, 웍=19, 쟁반=0, 접시=0, 칼=0, 컵=12, 후라이팬=5
현재 4562000행 실행 중 (src 7244): 그릇=2736, 냄비=0, 단지=640, 숟가락=2793, 웍=6, 쟁반=9, 접시=12, 칼=69, 컵=1, 후라이팬=0
현재 4563000행 실행 중 (src 8816): 그릇=31135, 냄비=0, 단지=16, 숟가락=0, 웍=0, 쟁반=0, 접시=0, 칼=0, 컵=29, 후라이팬=138
현재 4564000행 실행 중 (src 5700): 그릇=3729233641, 냄비=12, 단지=1, 숟가락=73, 웍=18, 쟁반=0, 접시=15, 칼=12, 컵=1645, 후라이팬=0
현재 4565000행 실행 중 (src 7208): 그릇=157, 냄비=638, 단지=0, 숟가락=34692, 웍=0, 쟁반=0, 접시=0, 칼=60, 컵=8, 후라이팬=0
현재 4566000행 실행 중 (src 8773): 그릇=31394, 냄비=0, 단지=8, 숟가락=7, 웍=270, 쟁반=0, 접시=1, 칼=0, 컵=0, 후라이팬=0
현재 4567000행 실행 중 (src 42616): 그릇=2, 냄비=1506422, 단지=0, 숟가락=14, 웍=90, 쟁반=168, 접시=0, 칼=1, 컵=0, 후라이팬=192
현재 4568000행 실행 중 (src 44159): 그릇=24, 냄비=0, 단지=10, 숟가락=56, 웍=2100, 쟁반=0, 접시=129, 칼=16, 컵=0, 후라이팬=213
현재 4569000행 실행 중 (src 45693): 그릇=15201, 냄비=264, 단지=17, 숟가락=0, 웍=37, 쟁반=0, 접시=0, 칼=9, 컵=357719, 후라이팬=0
현재 4570000행 실행 중 (src 42556): 그릇=0, 냄비=43381, 단지=89, 숟가락=0, 웍=9, 쟁반=29, 접시=0, 칼=0, 컵=0, 후라이팬=259
현재 4571000행 실행 중 (src 44099): 그릇=3, 냄비=1, 단지=90, 숟가락=0, 웍=35, 쟁반=0, 접시=4, 칼=0, 컵=32, 후라이팬=115
현재 4572000행 실행 중 (src 45626): 그릇=0, 냄비=8, 단지=13582603, 숟가락=0, 웍=248, 쟁반=12, 접시=1, 칼=759, 컵=0, 후라이팬=1893
현재 4573000행 실행 중 (src 33334): 그릇=2, 냄비=200, 단지=25, 숟가락=20, 웍=726, 쟁반=3034, 접시=0, 칼=6, 컵=0, 후라이팬=0
현재 4574000행 실행 중 (src 34873): 그릇=366, 냄비=0, 단지=0, 숟가락=0, 웍=0, 쟁반=0, 접시=0, 칼=0, 컵=1062, 후라이팬=0
현재 4575000행 실행 중 (src 36399): 그릇=17, 냄비=0, 단지=883, 숟가락=0, 웍=35, 쟁반=0, 접시=0, 칼=361, 컵=21, 후라이팬=0
현재 4576000행 실행 중 (src 37896): 그릇=750, 냄비=15, 단지=0, 숟가락=0, 웍=0, 쟁반=0, 접시=221, 칼=0, 컵=184, 후라이팬=1
현재 4577000행 실행 중 (src 39399): 그릇=0, 냄비=8, 단지=285, 숟가락=7, 웍=61, 쟁반=1, 접시=0, 칼=227869, 컵=7, 후라이팬=14
현재 4578000행 실행 중 (src 40914): 그릇=0, 냄비=0, 단지=0, 숟가락=680, 웍=633, 쟁반=0, 접시=0, 칼=434, 컵=324, 후라이팬=0
현재 4579000행 실행 중 (src 33299): 그릇=0, 냄비=48, 단지=0, 숟가락=20, 웍=579, 쟁반=10642, 접시=15, 칼=9, 컵=0, 후라이팬=121
현재 4580000행 실행 중 (src 34835): 그릇=0, 냄비=0, 단지=0, 숟가락=0, 웍=15, 쟁반=827, 접시=176, 칼=0, 컵=0, 후라이팬=0
현재 4581000행 실행 중 (src 36364): 그릇=0, 냄비=0, 단지=435, 숟가락=0, 웍=1176, 쟁반=448, 접시=0, 칼=1053, 컵=84, 후라이팬=0
현재 4582000행 실행 중 (src 5446): 그릇=1014276837, 냄비=28, 단지=0, 숟가락=7, 웍=12, 쟁반=130, 접시=205, 칼=0, 컵=0, 후라이팬=0
현재 4583000행 실행 중 (src 6956): 그릇=0, 냄비=0, 단지=342, 숟가락=27, 웍=26576, 쟁반=30, 접시=0, 칼=0, 컵=14, 후라이팬=340
현재 4584000행 실행 중 (src 8496): 그릇=0, 냄비=0, 단지=0, 숟가락=1920, 웍=4174, 쟁반=24, 접시=74934, 칼=0, 컵=2, 후라이팬=0
현재 4585000행 실행 중 (src 28611): 그릇=0, 냄비=841, 단지=5, 숟가락=0, 웍=1, 쟁반=198, 접시=9, 칼=10, 컵=0, 후라이팬=12
현재 4586000행 실행 중 (src 30173): 그릇=2, 냄비=0, 단지=5, 숟가락=1318482, 웍=0, 쟁반=21, 접시=6, 칼=6243, 컵=24, 후라이팬=0
현재 4587000행 실행 중 (src 31687): 그릇=0, 냄비=26, 단지=4, 숟가락=23035, 웍=1032, 쟁반=49, 접시=0, 칼=33, 컵=614018, 후라이팬=0
현재 4588000행 실행 중 (src 28588): 그릇=1, 냄비=48, 단지=0, 숟가락=0, 웍=3, 쟁반=90, 접시=0, 칼=0, 컵=5356, 후라이팬=12
현재 4589000행 실행 중 (src 30152): 그릇=24, 냄비=0, 단지=10, 숟가락=0, 웍=0, 쟁반=8, 접시=6, 칼=6231, 컵=12, 후라이팬=263696
현재 4590000행 실행 중 (src 31652): 그릇=30, 냄비=26, 단지=0, 숟가락=3, 웍=0, 쟁반=43, 접시=1011, 칼=0, 컵=614018, 후라이팬=23026
현재 4591000행 실행 중 (src 33136): 그릇=8, 냄비=138, 단지=48407, 숟가락=0, 웍=61, 쟁반=0, 접시=3, 칼=0, 컵=1, 후라이팬=0
현재 4592000행 실행 중 (src 34681): 그릇=0, 냄비=0, 단지=1, 숟가락=0, 웍=9, 쟁반=31042, 접시=142, 칼=0, 컵=32, 후라이팬=1
현재 4593000행 실행 중 (src 36208): 그릇=6534, 냄비=0, 단지=60, 숟가락=1309, 웍=5, 쟁반=0, 접시=14, 칼=0, 컵=18, 후라이팬=17
현재 4594000행 실행 중 (src 42236): 그릇=0, 냄비=160, 단지=0, 숟가락=2, 웍=577660, 쟁반=9, 접시=0, 칼=1, 컵=36, 후라이팬=10
현재 4595000행 실행 중 (src 43770): 그릇=3, 냄비=0, 단지=0, 숟가락=0, 웍=15, 쟁반=2, 접시=30, 칼=7, 컵=4, 후라이팬=9153
현재 4596000행 실행 중 (src 45317): 그릇=0, 냄비=47084, 단지=10, 숟가락=14, 웍=45180, 쟁반=0, 접시=44, 칼=0, 컵=0, 후라이팬=9
현재 4597000행 실행 중 (src 42177): 그릇=0, 냄비=137, 단지=2, 숟가락=0, 웍=12, 쟁반=0, 접시=0, 칼=0, 컵=403740, 후라이팬=188
현재 4598000행 실행 중 (src 43696): 그릇=6618, 냄비=0, 단지=0, 숟가락=0, 웍=47, 쟁반=2, 접시=0, 칼=15, 컵=308, 후라이팬=4
현재 4599000행 실행 중 (src 45246): 그릇=6, 냄비=3, 단지=0, 숟가락=0, 웍=716, 쟁반=1357, 접시=2256, 칼=18, 컵=0, 후라이팬=244
현재 4600000행 실행 중 (src 32941): 그릇=1257, 냄비=0, 단지=0, 숟가락=21, 웍=0, 쟁반=22305, 접시=14, 칼=6, 컵=7, 후라이팬=0
현재 4601000행 실행 중 (src 34493): 그릇=0, 냄비=0, 단지=0, 숟가락=4, 웍=4, 쟁반=82, 접시=1, 칼=0, 컵=48, 후라이팬=1428195
현재 4602000행 실행 중 (src 36016): 그릇=14, 냄비=617, 단지=86, 숟가락=49, 웍=9, 쟁반=0, 접시=0, 칼=0, 컵=4, 후라이팬=18597
현재 4603000행 실행 중 (src 32905): 그릇=1224, 냄비=0, 단지=2, 숟가락=29, 웍=0, 쟁반=305195, 접시=84, 칼=6, 컵=17, 후라이팬=0
현재 4604000행 실행 중 (src 34460): 그릇=9, 냄비=12, 단지=33, 숟가락=15, 웍=0, 쟁반=9, 접시=9, 칼=6, 컵=8, 후라이팬=41430704
현재 4605000행 실행 중 (src 35978): 그릇=5, 냄비=608, 단지=403, 숟가락=0, 웍=0, 쟁반=0, 접시=29, 칼=20, 컵=0, 후라이팬=187252
현재 4606000행 실행 중 (src 32870): 그릇=204, 냄비=26, 단지=0, 숟가락=24, 웍=0, 쟁반=61039, 접시=0, 칼=0, 컵=58, 후라이팬=0
현재 4607000행 실행 중 (src 34418): 그릇=9, 냄비=4, 단지=0, 숟가락=7, 웍=0, 쟁반=2, 접시=21, 칼=6, 컵=5, 후라이팬=6905117
현재 4608000행 실행 중 (src 35940): 그릇=0, 냄비=0, 단지=807, 숟가락=0, 웍=595, 쟁반=2, 접시=0, 칼=0, 컵=0, 후라이팬=187248
현재 4609000행 실행 중 (src 32833): 그릇=0, 냄비=0, 단지=95, 숟가락=24, 웍=29, 쟁반=0, 접시=0, 칼=0, 컵=60929, 후라이팬=200
현재 4610000행 실행 중 (src 34373): 그릇=0, 냄비=5, 단지=4, 숟가락=2, 웍=17, 쟁반=0, 접시=0, 칼=0, 컵=0, 후라이팬=6905117
현재 4611000행 실행 중 (src 35895): 그릇=0, 냄비=0, 단지=800, 숟가락=0, 웍=0, 쟁반=0, 접시=0, 칼=119, 컵=0, 후라이팬=46812
현재 4612000행 실행 중 (src 5007): 그릇=215880, 냄비=696, 단지=0, 숟가락=5, 웍=0, 쟁반=0, 접시=0, 칼=486, 컵=0, 후라이팬=0
현재 4613000행 실행 중 (src 6505): 그릇=43, 냄비=0, 단지=827, 숟가락=234674, 웍=10, 쟁반=0, 접시=89, 칼=0, 컵=0, 후라이팬=0
현재 4614000행 실행 중 (src 8034): 그릇=8, 냄비=24, 단지=0, 숟가락=2049694, 웍=0, 쟁반=0, 접시=33, 칼=0, 컵=2, 후라이팬=6
현재 4615000행 실행 중 (src 4959): 그릇=15, 냄비=138, 단지=0, 숟가락=0, 웍=0, 쟁반=21775632, 접시=0, 칼=0, 컵=15, 후라이팬=63
현재 4616000행 실행 중 (src 6456): 그릇=0, 냄비=15, 단지=0, 숟가락=63451226, 웍=5, 쟁반=51, 접시=0, 칼=14, 컵=0, 후라이팬=18
현재 4617000행 실행 중 (src 7986): 그릇=6, 냄비=3, 단지=0, 숟가락=3922761, 웍=0, 쟁반=0, 접시=127, 칼=0, 컵=22, 후라이팬=0
현재 4618000행 실행 중 (src 23567): 그릇=4969, 냄비=0, 단지=0, 숟가락=0, 웍=0, 쟁반=0, 접시=8, 칼=1888526, 컵=6, 후라이팬=0
현재 4619000행 실행 중 (src 25067): 그릇=235, 냄비=0, 단지=0, 숟가락=0, 웍=2314, 쟁반=1, 접시=68, 칼=18684, 컵=94, 후라이팬=0
현재 4620000행 실행 중 (src 26587): 그릇=4, 냄비=42, 단지=21, 숟가락=0, 웍=8, 쟁반=76, 접시=6624, 칼=0, 컵=0, 후라이팬=0
현재 4621000행 실행 중 (src 4885): 그릇=11, 냄비=12, 단지=3, 숟가락=0, 웍=164, 쟁반=4, 접시=8, 칼=0, 컵=17274, 후라이팬=0
현재 4622000행 실행 중 (src 6376): 그릇=13, 냄비=1211558, 단지=0, 숟가락=2588, 웍=3, 쟁반=24, 접시=0, 칼=18, 컵=0, 후라이팬=0
현재 4623000행 실행 중 (src 7910): 그릇=35, 냄비=0, 단지=0, 숟가락=13, 웍=0, 쟁반=0, 접시=473, 칼=36, 컵=0, 후라이팬=1093066
현재 4624000행 실행 중 (src 28054): 그릇=0, 냄비=0, 단지=45485, 숟가락=756, 웍=176, 쟁반=5, 접시=0, 칼=988, 컵=0, 후라이팬=0
현재 4625000행 실행 중 (src 29592): 그릇=12, 냄비=6, 단지=0, 숟가락=147, 웍=8, 쟁반=44, 접시=916, 칼=4, 컵=1, 후라이팬=97
현재 4626000행 실행 중 (src 31112): 그릇=0, 냄비=0, 단지=0, 숟가락=0, 웍=3220, 쟁반=12224, 접시=52738, 칼=3, 컵=0, 후라이팬=0
현재 4627000행 실행 중 (src 14066): 그릇=0, 냄비=0, 단지=2, 숟가락=8, 웍=0, 쟁반=10228, 접시=5319, 칼=52, 컵=0, 후라이팬=42
현재 4628000행 실행 중 (src 15609): 그릇=0, 냄비=0, 단지=78, 숟가락=17, 웍=11994835278, 쟁반=0, 접시=17, 칼=2, 컵=0, 후라이팬=14
현재 4629000행 실행 중 (src 17147): 그릇=0, 냄비=0, 단지=1, 숟가락=740, 웍=4, 쟁반=0, 접시=4, 칼=107, 컵=926, 후라이팬=0
현재 4630000행 실행 중 (src 41637): 그릇=13, 냄비=0, 단지=32, 숟가락=57, 웍=124, 쟁반=7, 접시=67369, 칼=0, 컵=10, 후라이팬=6
현재 4631000행 실행 중 (src 43172): 그릇=6, 냄비=0, 단지=0, 숟가락=48, 웍=0, 쟁반=0, 접시=1478624, 칼=745, 컵=0, 후라이팬=151
현재 4632000행 실행 중 (src 44725): 그릇=0, 냄비=0, 단지=321, 숟가락=3024, 웍=6027, 쟁반=23, 접시=119, 칼=0, 컵=0, 후라이팬=30
현재 4633000행 실행 중 (src 46258): 그릇=5, 냄비=0, 단지=4, 숟가락=0, 웍=0, 쟁반=0, 접시=9, 칼=0, 컵=12967, 후라이팬=7
현재 4634000행 실행 중 (src 43093): 그릇=6, 냄비=130, 단지=19, 숟가락=0, 웍=0, 쟁반=98540, 접시=1, 칼=5, 컵=0, 후라이팬=0
현재 4635000행 실행 중 (src 44668): 그릇=3, 냄비=0, 단지=12480, 숟가락=126, 웍=0, 쟁반=12, 접시=96, 칼=16, 컵=0, 후라이팬=23
현재 4636000행 실행 중 (src 46189): 그릇=5, 냄비=0, 단지=0, 숟가락=6, 웍=0, 쟁반=48, 접시=0, 칼=0, 컵=164, 후라이팬=12555
현재 4637000행 실행 중 (src 43026): 그릇=97, 냄비=7, 단지=0, 숟가락=78, 웍=0, 쟁반=98433, 접시=0, 칼=13, 컵=12, 후라이팬=0
현재 4638000행 실행 중 (src 44605): 그릇=5, 냄비=0, 단지=187213, 숟가락=36, 웍=27, 쟁반=5, 접시=24, 칼=0, 컵=0, 후라이팬=18
현재 4639000행 실행 중 (src 46131): 그릇=12448, 냄비=0, 단지=768, 숟가락=0, 웍=6, 쟁반=6, 접시=0, 칼=0, 컵=0, 후라이팬=79
현재 4640000행 실행 중 (src 42956): 그릇=48, 냄비=0, 단지=3756, 숟가락=0, 웍=37, 쟁반=12295, 접시=4, 칼=0, 컵=0, 후라이팬=0
현재 4641000행 실행 중 (src 44541): 그릇=0, 냄비=186642, 단지=516, 숟가락=14, 웍=0, 쟁반=0, 접시=0, 칼=55, 컵=9, 후라이팬=0
현재 4642000행 실행 중 (src 46058): 그릇=1, 냄비=8, 단지=0, 숟가락=7, 웍=646, 쟁반=6, 접시=0, 칼=3688, 컵=9, 후라이팬=28
현재 4643000행 실행 중 (src 15241): 그릇=0, 냄비=12, 단지=4, 숟가락=402, 웍=3, 쟁반=0, 접시=0, 칼=7261934, 컵=31, 후라이팬=0
현재 4644000행 실행 중 (src 16792): 그릇=3, 냄비=1, 단지=0, 숟가락=9, 웍=0, 쟁반=3, 접시=7, 칼=1340, 컵=0, 후라이팬=0
